REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2016/09/10 02:00:00,6892.57,30.21,TRADE
NSW1,2016/09/10 02:30:00,6557.35,29.96,TRADE
NSW1,2016/09/10 03:00:00,6364.7,29.93,TRADE
NSW1,2016/09/10 03:30:00,6184.97,29.55,TRADE
NSW1,2016/09/10 04:00:00,5997.5,28.95,TRADE
NSW1,2016/09/10 04:30:00,5921.77,27.25,TRADE
NSW1,2016/09/10 05:00:00,5898.55,26.72,TRADE
NSW1,2016/09/10 05:30:00,5977.81,28.25,TRADE
NSW1,2016/09/10 06:00:00,6073.49,28.77,TRADE
NSW1,2016/09/10 06:30:00,6293.97,29.53,TRADE
NSW1,2016/09/10 07:00:00,6565.71,30.72,TRADE
NSW1,2016/09/10 07:30:00,6864.62,30.80,TRADE
NSW1,2016/09/10 08:00:00,7189.29,35.63,TRADE
NSW1,2016/09/10 08:30:00,7465.41,42.29,TRADE
NSW1,2016/09/10 09:00:00,7616.8,53.57,TRADE
NSW1,2016/09/10 09:30:00,7751.69,59.63,TRADE
NSW1,2016/09/10 10:00:00,7666.62,44.71,TRADE
NSW1,2016/09/10 10:30:00,7621.04,46.78,TRADE
NSW1,2016/09/10 11:00:00,7419.44,39.86,TRADE
NSW1,2016/09/10 11:30:00,7344.92,34.02,TRADE
NSW1,2016/09/10 12:00:00,7271.07,31.88,TRADE
NSW1,2016/09/10 12:30:00,7229.11,32.54,TRADE
NSW1,2016/09/10 13:00:00,7131.02,31.12,TRADE
NSW1,2016/09/10 13:30:00,7035.59,33.94,TRADE
NSW1,2016/09/10 14:00:00,6962.43,30.19,TRADE
NSW1,2016/09/10 14:30:00,6993.69,33.61,TRADE
NSW1,2016/09/10 15:00:00,6990.8,31.89,TRADE
NSW1,2016/09/10 15:30:00,7059.27,33.51,TRADE
NSW1,2016/09/10 16:00:00,7193.21,30.99,TRADE
NSW1,2016/09/10 16:30:00,7343.12,33.86,TRADE
NSW1,2016/09/10 17:00:00,7535.53,33.32,TRADE
NSW1,2016/09/10 17:30:00,7693.18,45.89,TRADE
NSW1,2016/09/10 18:00:00,8063.51,61.28,TRADE
NSW1,2016/09/10 18:30:00,8323.85,78.53,TRADE
NSW1,2016/09/10 19:00:00,8323.09,77.73,TRADE
NSW1,2016/09/10 19:30:00,8107.08,55.76,TRADE
NSW1,2016/09/10 20:00:00,7938.7,50.91,TRADE
NSW1,2016/09/10 20:30:00,7774.55,41.95,TRADE
NSW1,2016/09/10 21:00:00,7659.94,36.65,TRADE
NSW1,2016/09/10 21:30:00,7634.22,38.86,TRADE
NSW1,2016/09/10 22:00:00,7507.9,33.11,TRADE
NSW1,2016/09/10 22:30:00,7538.01,34.25,TRADE
NSW1,2016/09/10 23:00:00,7409.7,36.71,TRADE
NSW1,2016/09/10 23:30:00,7354.27,39.23,TRADE
NSW1,2016/09/11 00:00:00,7217.98,41.78,TRADE
NSW1,2016/09/11 00:30:00,6988.12,37.77,TRADE
NSW1,2016/09/11 01:00:00,6845.15,43.06,TRADE
NSW1,2016/09/11 01:30:00,6695.72,37.91,TRADE
NSW1,2016/09/11 02:00:00,6474.85,49.17,TRADE
NSW1,2016/09/11 02:30:00,6242.16,52.76,TRADE
NSW1,2016/09/11 03:00:00,6009.02,52.81,TRADE
NSW1,2016/09/11 03:30:00,5911.17,48.27,TRADE
NSW1,2016/09/11 04:00:00,5856.86,41.50,TRADE
NSW1,2016/09/11 04:30:00,5786.18,57.84,TRADE
NSW1,2016/09/11 05:00:00,5885.28,63.67,TRADE
NSW1,2016/09/11 05:30:00,6028.89,65.08,TRADE
NSW1,2016/09/11 06:00:00,6065.46,60.23,TRADE
NSW1,2016/09/11 06:30:00,6238.52,41.78,TRADE
NSW1,2016/09/11 07:00:00,6390.8,36.01,TRADE
NSW1,2016/09/11 07:30:00,6622.74,39.21,TRADE
NSW1,2016/09/11 08:00:00,6931.33,40.09,TRADE
NSW1,2016/09/11 08:30:00,7089.35,42.57,TRADE
NSW1,2016/09/11 09:00:00,7224.87,47.49,TRADE
NSW1,2016/09/11 09:30:00,7289.09,42.82,TRADE
NSW1,2016/09/11 10:00:00,7155.39,36.87,TRADE
NSW1,2016/09/11 10:30:00,7100.22,34.42,TRADE
NSW1,2016/09/11 11:00:00,6966.97,31.81,TRADE
NSW1,2016/09/11 11:30:00,6836.47,34.27,TRADE
NSW1,2016/09/11 12:00:00,6707.41,37.25,TRADE
NSW1,2016/09/11 12:30:00,6656.84,36.16,TRADE
NSW1,2016/09/11 13:00:00,6608.18,34.57,TRADE
NSW1,2016/09/11 13:30:00,6593.51,34.40,TRADE
NSW1,2016/09/11 14:00:00,6615.37,36.70,TRADE
NSW1,2016/09/11 14:30:00,6611.43,36.42,TRADE
NSW1,2016/09/11 15:00:00,6634.06,38.29,TRADE
NSW1,2016/09/11 15:30:00,6770.85,48.98,TRADE
NSW1,2016/09/11 16:00:00,6919.72,66.33,TRADE
NSW1,2016/09/11 16:30:00,7063.41,59.05,TRADE
NSW1,2016/09/11 17:00:00,7285.18,55.11,TRADE
NSW1,2016/09/11 17:30:00,7543.8,55.50,TRADE
NSW1,2016/09/11 18:00:00,8049,61.26,TRADE
NSW1,2016/09/11 18:30:00,8550.37,183.80,TRADE
NSW1,2016/09/11 19:00:00,8622.87,112.50,TRADE
NSW1,2016/09/11 19:30:00,8496.04,68.29,TRADE
NSW1,2016/09/11 20:00:00,8249.41,54.22,TRADE
NSW1,2016/09/11 20:30:00,8128.88,52.44,TRADE
NSW1,2016/09/11 21:00:00,7985.94,47,TRADE
NSW1,2016/09/11 21:30:00,7763.05,39.03,TRADE
NSW1,2016/09/11 22:00:00,7581.15,36.74,TRADE
NSW1,2016/09/11 22:30:00,7489.47,42.32,TRADE
NSW1,2016/09/11 23:00:00,7255,36.23,TRADE
NSW1,2016/09/11 23:30:00,7199.96,36.40,TRADE
NSW1,2016/09/12 00:00:00,7088.97,38.77,TRADE
NSW1,2016/09/12 00:30:00,6947.41,31.40,TRADE
NSW1,2016/09/12 01:00:00,6844.97,30.78,TRADE
NSW1,2016/09/12 01:30:00,6654.16,30.27,TRADE
NSW1,2016/09/12 02:00:00,6522.03,30.54,TRADE
NSW1,2016/09/12 02:30:00,6243.28,30.64,TRADE
NSW1,2016/09/12 03:00:00,6049.99,29.69,TRADE
NSW1,2016/09/12 03:30:00,5980.41,29.83,TRADE
NSW1,2016/09/12 04:00:00,5908.39,30.05,TRADE
NSW1,2016/09/12 04:30:00,6003.59,26.92,TRADE
NSW1,2016/09/12 05:00:00,6138.86,30.43,TRADE
NSW1,2016/09/12 05:30:00,6511.31,33.77,TRADE
NSW1,2016/09/12 06:00:00,6920,44.85,TRADE
NSW1,2016/09/12 06:30:00,7570.73,56.39,TRADE
NSW1,2016/09/12 07:00:00,8103.29,60.49,TRADE
NSW1,2016/09/12 07:30:00,8315.93,43.52,TRADE
NSW1,2016/09/12 08:00:00,8386.61,57.43,TRADE
NSW1,2016/09/12 08:30:00,8349.92,58.42,TRADE
NSW1,2016/09/12 09:00:00,8137.22,42.60,TRADE
NSW1,2016/09/12 09:30:00,8090.33,39.16,TRADE
NSW1,2016/09/12 10:00:00,8017.79,36.90,TRADE
NSW1,2016/09/12 10:30:00,7942.65,36.96,TRADE
NSW1,2016/09/12 11:00:00,7867.8,36.96,TRADE
NSW1,2016/09/12 11:30:00,7766.17,36.86,TRADE
NSW1,2016/09/12 12:00:00,7727.59,36.96,TRADE
NSW1,2016/09/12 12:30:00,7712.49,38.63,TRADE
NSW1,2016/09/12 13:00:00,7707.25,41.96,TRADE
NSW1,2016/09/12 13:30:00,7679.93,41.96,TRADE
NSW1,2016/09/12 14:00:00,7669.68,41.96,TRADE
NSW1,2016/09/12 14:30:00,7748.85,47.69,TRADE
NSW1,2016/09/12 15:00:00,7820.24,51.40,TRADE
NSW1,2016/09/12 15:30:00,7841.94,53.06,TRADE
NSW1,2016/09/12 16:00:00,7958.65,56.80,TRADE
NSW1,2016/09/12 16:30:00,8092.85,51.35,TRADE
NSW1,2016/09/12 17:00:00,8242.43,55.70,TRADE
NSW1,2016/09/12 17:30:00,8474.08,52.19,TRADE
NSW1,2016/09/12 18:00:00,8869.06,64.91,TRADE
NSW1,2016/09/12 18:30:00,9284.23,89.73,TRADE
NSW1,2016/09/12 19:00:00,9263.1,77.36,TRADE
NSW1,2016/09/12 19:30:00,8975.13,54.80,TRADE
NSW1,2016/09/12 20:00:00,8764.05,58.42,TRADE
NSW1,2016/09/12 20:30:00,8619.72,56.56,TRADE
NSW1,2016/09/12 21:00:00,8330.31,45.31,TRADE
NSW1,2016/09/12 21:30:00,8096.13,43.41,TRADE
NSW1,2016/09/12 22:00:00,7878.35,36.43,TRADE
NSW1,2016/09/12 22:30:00,7940.3,52.54,TRADE
NSW1,2016/09/12 23:00:00,7768.25,42.48,TRADE
NSW1,2016/09/12 23:30:00,7766.33,46.50,TRADE
NSW1,2016/09/13 00:00:00,7655.94,36.73,TRADE
NSW1,2016/09/13 00:30:00,7443.27,36.41,TRADE
NSW1,2016/09/13 01:00:00,7262.54,34.43,TRADE
NSW1,2016/09/13 01:30:00,7132.29,31.62,TRADE
NSW1,2016/09/13 02:00:00,6938.57,31.05,TRADE
NSW1,2016/09/13 02:30:00,6659.07,30.77,TRADE
NSW1,2016/09/13 03:00:00,6380.47,30.76,TRADE
NSW1,2016/09/13 03:30:00,6219.1,30.23,TRADE
NSW1,2016/09/13 04:00:00,6193.77,30.23,TRADE
NSW1,2016/09/13 04:30:00,6150.99,31.94,TRADE
NSW1,2016/09/13 05:00:00,6226.48,31.43,TRADE
NSW1,2016/09/13 05:30:00,6472.3,31.64,TRADE
NSW1,2016/09/13 06:00:00,6848.68,37.40,TRADE
NSW1,2016/09/13 06:30:00,7462.59,54.43,TRADE
NSW1,2016/09/13 07:00:00,7976.2,65.48,TRADE
NSW1,2016/09/13 07:30:00,8168.07,54.52,TRADE
NSW1,2016/09/13 08:00:00,8434.69,60.27,TRADE
NSW1,2016/09/13 08:30:00,8468.44,60.96,TRADE
NSW1,2016/09/13 09:00:00,8325.24,59.85,TRADE
NSW1,2016/09/13 09:30:00,8406.87,68.26,TRADE
NSW1,2016/09/13 10:00:00,8314.89,57.82,TRADE
NSW1,2016/09/13 10:30:00,8319.44,56.67,TRADE
NSW1,2016/09/13 11:00:00,8257.55,51.09,TRADE
NSW1,2016/09/13 11:30:00,8166.39,54.74,TRADE
NSW1,2016/09/13 12:00:00,8140.66,55.50,TRADE
NSW1,2016/09/13 12:30:00,8163.37,57.07,TRADE
NSW1,2016/09/13 13:00:00,8077.59,54.91,TRADE
NSW1,2016/09/13 13:30:00,8083.86,55.39,TRADE
NSW1,2016/09/13 14:00:00,8062.65,60.61,TRADE
NSW1,2016/09/13 14:30:00,8079.72,64.43,TRADE
NSW1,2016/09/13 15:00:00,8094.5,61.33,TRADE
NSW1,2016/09/13 15:30:00,8113.37,64.43,TRADE
NSW1,2016/09/13 16:00:00,8205.23,67.55,TRADE
NSW1,2016/09/13 16:30:00,8340.73,64.78,TRADE
NSW1,2016/09/13 17:00:00,8542.89,56.98,TRADE
NSW1,2016/09/13 17:30:00,8678.38,52.29,TRADE
NSW1,2016/09/13 18:00:00,9096.85,64.87,TRADE
NSW1,2016/09/13 18:30:00,9301.85,79.67,TRADE
NSW1,2016/09/13 19:00:00,9226.19,72,TRADE
NSW1,2016/09/13 19:30:00,8987.4,54.59,TRADE
NSW1,2016/09/13 20:00:00,8779.71,55.51,TRADE
NSW1,2016/09/13 20:30:00,8555.28,56.65,TRADE
NSW1,2016/09/13 21:00:00,8387.84,48.45,TRADE
NSW1,2016/09/13 21:30:00,8074.22,38.65,TRADE
NSW1,2016/09/13 22:00:00,7824.11,33.84,TRADE
NSW1,2016/09/13 22:30:00,7903.85,48.61,TRADE
NSW1,2016/09/13 23:00:00,7726.68,34.88,TRADE
NSW1,2016/09/13 23:30:00,7657.77,39.47,TRADE
NSW1,2016/09/14 00:00:00,7576.27,34.37,TRADE
NSW1,2016/09/14 00:30:00,7406.65,30.69,TRADE
NSW1,2016/09/14 01:00:00,7222.56,30.90,TRADE
NSW1,2016/09/14 01:30:00,7047.02,30.37,TRADE
NSW1,2016/09/14 02:00:00,6830.42,30.05,TRADE
NSW1,2016/09/14 02:30:00,6517.64,28.81,TRADE
NSW1,2016/09/14 03:00:00,6199.61,28.30,TRADE
NSW1,2016/09/14 03:30:00,6045.89,26.70,TRADE
NSW1,2016/09/14 04:00:00,5989.04,27.07,TRADE
NSW1,2016/09/14 04:30:00,6024.19,27.13,TRADE
NSW1,2016/09/14 05:00:00,6107.73,27.22,TRADE
NSW1,2016/09/14 05:30:00,6413.81,29.88,TRADE
NSW1,2016/09/14 06:00:00,6838.38,31.06,TRADE
NSW1,2016/09/14 06:30:00,7452.23,51.55,TRADE
NSW1,2016/09/14 07:00:00,7943.38,56.53,TRADE
NSW1,2016/09/14 07:30:00,8186.34,50.25,TRADE
NSW1,2016/09/14 08:00:00,8432.95,74.04,TRADE
NSW1,2016/09/14 08:30:00,8584.99,78.76,TRADE
NSW1,2016/09/14 09:00:00,8522.84,60.76,TRADE
NSW1,2016/09/14 09:30:00,8506.6,66.78,TRADE
NSW1,2016/09/14 10:00:00,8492.55,58.99,TRADE
NSW1,2016/09/14 10:30:00,8429.5,54.81,TRADE
NSW1,2016/09/14 11:00:00,8303.4,52.41,TRADE
NSW1,2016/09/14 11:30:00,8235.48,51.29,TRADE
NSW1,2016/09/14 12:00:00,8156.31,50.19,TRADE
NSW1,2016/09/14 12:30:00,8087.44,50.99,TRADE
NSW1,2016/09/14 13:00:00,8037.46,51.53,TRADE
NSW1,2016/09/14 13:30:00,8052.64,52.48,TRADE
NSW1,2016/09/14 14:00:00,8123.93,55.03,TRADE
NSW1,2016/09/14 14:30:00,8126.99,55.43,TRADE
NSW1,2016/09/14 15:00:00,8150.64,55.95,TRADE
NSW1,2016/09/14 15:30:00,8118.48,50.42,TRADE
NSW1,2016/09/14 16:00:00,8228.5,56.70,TRADE
NSW1,2016/09/14 16:30:00,8335.29,55.78,TRADE
NSW1,2016/09/14 17:00:00,8457.08,59.29,TRADE
NSW1,2016/09/14 17:30:00,8530.95,50.88,TRADE
NSW1,2016/09/14 18:00:00,8825.02,55.03,TRADE
NSW1,2016/09/14 18:30:00,9107.08,74.67,TRADE
NSW1,2016/09/14 19:00:00,9065.46,72.75,TRADE
NSW1,2016/09/14 19:30:00,8906.54,62.61,TRADE
NSW1,2016/09/14 20:00:00,8693.38,58.82,TRADE
NSW1,2016/09/14 20:30:00,8476.75,55.96,TRADE
NSW1,2016/09/14 21:00:00,8305.78,50.92,TRADE
NSW1,2016/09/14 21:30:00,8094.34,48,TRADE
NSW1,2016/09/14 22:00:00,7899.72,43.19,TRADE
NSW1,2016/09/14 22:30:00,7933.81,99.86,TRADE
NSW1,2016/09/14 23:00:00,7720.71,47.50,TRADE
NSW1,2016/09/14 23:30:00,7630.03,49.72,TRADE
NSW1,2016/09/15 00:00:00,7574.63,42.95,TRADE
NSW1,2016/09/15 00:30:00,7327.22,36.13,TRADE
NSW1,2016/09/15 01:00:00,7130.5,32.23,TRADE
NSW1,2016/09/15 01:30:00,6989.84,40.90,TRADE
NSW1,2016/09/15 02:00:00,6788.4,40.60,TRADE
NSW1,2016/09/15 02:30:00,6456.18,32.11,TRADE
NSW1,2016/09/15 03:00:00,6176.21,32.07,TRADE
NSW1,2016/09/15 03:30:00,6023.75,30.19,TRADE
NSW1,2016/09/15 04:00:00,5930.11,30.33,TRADE
NSW1,2016/09/15 04:30:00,5917.94,30.61,TRADE
NSW1,2016/09/15 05:00:00,6036.29,32.65,TRADE
NSW1,2016/09/15 05:30:00,6357.34,32.83,TRADE
NSW1,2016/09/15 06:00:00,6705.29,30.43,TRADE
NSW1,2016/09/15 06:30:00,7298.13,37.01,TRADE
NSW1,2016/09/15 07:00:00,7881.52,53.62,TRADE
NSW1,2016/09/15 07:30:00,8103.76,51.99,TRADE
NSW1,2016/09/15 08:00:00,8270.32,61.51,TRADE
NSW1,2016/09/15 08:30:00,8282.05,64.98,TRADE
NSW1,2016/09/15 09:00:00,8124.9,50.74,TRADE
NSW1,2016/09/15 09:30:00,8086.06,45.75,TRADE
NSW1,2016/09/15 10:00:00,8001.23,44.55,TRADE
NSW1,2016/09/15 10:30:00,7955.87,35.01,TRADE
NSW1,2016/09/15 11:00:00,7938.8,35.74,TRADE
NSW1,2016/09/15 11:30:00,7862.92,32.47,TRADE
NSW1,2016/09/15 12:00:00,7881.29,36.95,TRADE
NSW1,2016/09/15 12:30:00,7862.26,36.04,TRADE
NSW1,2016/09/15 13:00:00,7845.83,32.36,TRADE
NSW1,2016/09/15 13:30:00,7878.12,35.29,TRADE
NSW1,2016/09/15 14:00:00,7880.98,43.17,TRADE
NSW1,2016/09/15 14:30:00,7811.03,36.10,TRADE
NSW1,2016/09/15 15:00:00,7909.9,41.40,TRADE
NSW1,2016/09/15 15:30:00,7916,41.82,TRADE
NSW1,2016/09/15 16:00:00,7996.4,40.61,TRADE
NSW1,2016/09/15 16:30:00,8085.81,44.61,TRADE
NSW1,2016/09/15 17:00:00,8227.09,50.15,TRADE
NSW1,2016/09/15 17:30:00,8492.55,40.43,TRADE
NSW1,2016/09/15 18:00:00,8908.48,48.18,TRADE
NSW1,2016/09/15 18:30:00,9167.42,49.50,TRADE
NSW1,2016/09/15 19:00:00,9145.98,53.90,TRADE
NSW1,2016/09/15 19:30:00,8925.7,49.33,TRADE
NSW1,2016/09/15 20:00:00,8725.61,48.16,TRADE
NSW1,2016/09/15 20:30:00,8578.58,46.74,TRADE
NSW1,2016/09/15 21:00:00,8395.54,44.99,TRADE
NSW1,2016/09/15 21:30:00,8180.42,39.06,TRADE
NSW1,2016/09/15 22:00:00,7954.61,35.04,TRADE
NSW1,2016/09/15 22:30:00,7941.31,61.56,TRADE
NSW1,2016/09/15 23:00:00,7804.92,46.41,TRADE
NSW1,2016/09/15 23:30:00,7758.63,45.39,TRADE
NSW1,2016/09/16 00:00:00,7666.83,40.63,TRADE
NSW1,2016/09/16 00:30:00,7431.83,38.69,TRADE
NSW1,2016/09/16 01:00:00,7312.46,37.77,TRADE
NSW1,2016/09/16 01:30:00,7147.24,35.09,TRADE
NSW1,2016/09/16 02:00:00,6928.46,34.36,TRADE
NSW1,2016/09/16 02:30:00,6584.61,32.30,TRADE
NSW1,2016/09/16 03:00:00,6337.03,29.77,TRADE
NSW1,2016/09/16 03:30:00,6191.96,29.96,TRADE
NSW1,2016/09/16 04:00:00,6076.91,30.09,TRADE
NSW1,2016/09/16 04:30:00,6089.39,30.10,TRADE
NSW1,2016/09/16 05:00:00,6227.96,31.44,TRADE
NSW1,2016/09/16 05:30:00,6477.93,31.98,TRADE
NSW1,2016/09/16 06:00:00,6822.96,32.60,TRADE
NSW1,2016/09/16 06:30:00,7472.8,58.97,TRADE
NSW1,2016/09/16 07:00:00,7968.28,109.03,TRADE
NSW1,2016/09/16 07:30:00,8268.91,69.57,TRADE
NSW1,2016/09/16 08:00:00,8461.06,79.81,TRADE
NSW1,2016/09/16 08:30:00,8393.48,64.29,TRADE
NSW1,2016/09/16 09:00:00,8204.29,55.45,TRADE
NSW1,2016/09/16 09:30:00,8082.75,51.72,TRADE
NSW1,2016/09/16 10:00:00,7993.46,49.52,TRADE
NSW1,2016/09/16 10:30:00,7891.91,49.46,TRADE
NSW1,2016/09/16 11:00:00,7835.37,47.99,TRADE
NSW1,2016/09/16 11:30:00,7768.27,38.10,TRADE
NSW1,2016/09/16 12:00:00,7740.14,41.45,TRADE
NSW1,2016/09/16 12:30:00,7657.6,33.98,TRADE
NSW1,2016/09/16 13:00:00,7572.89,31.31,TRADE
NSW1,2016/09/16 13:30:00,7563.83,33.09,TRADE
NSW1,2016/09/16 14:00:00,7512.14,34.28,TRADE
NSW1,2016/09/16 14:30:00,7527.28,32.33,TRADE
NSW1,2016/09/16 15:00:00,7453.78,30.61,TRADE
NSW1,2016/09/16 15:30:00,7563.24,35.92,TRADE
NSW1,2016/09/16 16:00:00,7676.72,39.71,TRADE
NSW1,2016/09/16 16:30:00,7849.19,48.42,TRADE
NSW1,2016/09/16 17:00:00,7961.86,57.91,TRADE
NSW1,2016/09/16 17:30:00,8074.81,54.31,TRADE
NSW1,2016/09/16 18:00:00,8371.89,67.26,TRADE
NSW1,2016/09/16 18:30:00,8665.18,69.41,TRADE
NSW1,2016/09/16 19:00:00,8701.06,71.57,TRADE
NSW1,2016/09/16 19:30:00,8553.06,57.80,TRADE
NSW1,2016/09/16 20:00:00,8427.81,48.90,TRADE
NSW1,2016/09/16 20:30:00,8312.25,54.99,TRADE
NSW1,2016/09/16 21:00:00,8226.25,52.20,TRADE
NSW1,2016/09/16 21:30:00,8047.86,45.13,TRADE
NSW1,2016/09/16 22:00:00,7914.12,37.98,TRADE
NSW1,2016/09/16 22:30:00,8085.67,64.75,TRADE
NSW1,2016/09/16 23:00:00,7929.74,55.13,TRADE
NSW1,2016/09/16 23:30:00,7898.13,48.59,TRADE
NSW1,2016/09/17 00:00:00,7781.61,45.74,TRADE
NSW1,2016/09/17 00:30:00,7550.96,40.75,TRADE
NSW1,2016/09/17 01:00:00,7375.64,34.88,TRADE
NSW1,2016/09/17 01:30:00,7185.18,33.06,TRADE
NSW1,2016/09/17 02:00:00,6958.23,33.04,TRADE
NSW1,2016/09/17 02:30:00,6655.13,29.63,TRADE
NSW1,2016/09/17 03:00:00,6312.4,29.49,TRADE
NSW1,2016/09/17 03:30:00,6163.13,29.32,TRADE
NSW1,2016/09/17 04:00:00,6007.89,27.33,TRADE
NSW1,2016/09/17 04:30:00,5964.63,26.49,TRADE
NSW1,2016/09/17 05:00:00,5963.37,24.59,TRADE
NSW1,2016/09/17 05:30:00,6055.66,27.72,TRADE
NSW1,2016/09/17 06:00:00,6217.54,29.71,TRADE
NSW1,2016/09/17 06:30:00,6465.65,30.17,TRADE
NSW1,2016/09/17 07:00:00,6788.49,32.14,TRADE
NSW1,2016/09/17 07:30:00,7021.22,32.22,TRADE
NSW1,2016/09/17 08:00:00,7287,35.26,TRADE
NSW1,2016/09/17 08:30:00,7504.48,40.44,TRADE
NSW1,2016/09/17 09:00:00,7591.76,41.72,TRADE
NSW1,2016/09/17 09:30:00,7672.51,46.61,TRADE
NSW1,2016/09/17 10:00:00,7502.22,35.92,TRADE
NSW1,2016/09/17 10:30:00,7401.34,32.68,TRADE
NSW1,2016/09/17 11:00:00,7268.08,30.92,TRADE
NSW1,2016/09/17 11:30:00,7141.04,30.25,TRADE
NSW1,2016/09/17 12:00:00,7074.79,30.87,TRADE
NSW1,2016/09/17 12:30:00,6969.22,30.62,TRADE
NSW1,2016/09/17 13:00:00,6931.29,30.90,TRADE
NSW1,2016/09/17 13:30:00,6871.34,30.98,TRADE
NSW1,2016/09/17 14:00:00,6892.37,31.49,TRADE
NSW1,2016/09/17 14:30:00,6971.24,32.06,TRADE
NSW1,2016/09/17 15:00:00,7038.58,33.24,TRADE
NSW1,2016/09/17 15:30:00,7105.28,36.43,TRADE
NSW1,2016/09/17 16:00:00,7224.61,37.43,TRADE
NSW1,2016/09/17 16:30:00,7313.92,38.81,TRADE
NSW1,2016/09/17 17:00:00,7506.31,34.20,TRADE
NSW1,2016/09/17 17:30:00,7652.48,38.64,TRADE
NSW1,2016/09/17 18:00:00,8038.06,57.77,TRADE
NSW1,2016/09/17 18:30:00,8337.2,65.91,TRADE
NSW1,2016/09/17 19:00:00,8345.91,73.65,TRADE
NSW1,2016/09/17 19:30:00,8164.39,54.95,TRADE
NSW1,2016/09/17 20:00:00,7962.21,50.66,TRADE
NSW1,2016/09/17 20:30:00,7820.29,55.27,TRADE
NSW1,2016/09/17 21:00:00,7723.12,44.88,TRADE
NSW1,2016/09/17 21:30:00,7597.02,37.46,TRADE
NSW1,2016/09/17 22:00:00,7466.12,33.87,TRADE
NSW1,2016/09/17 22:30:00,7479.15,36.53,TRADE
NSW1,2016/09/17 23:00:00,7300.59,32.79,TRADE
NSW1,2016/09/17 23:30:00,7283.89,35.17,TRADE
NSW1,2016/09/18 00:00:00,7185.87,33.20,TRADE
NSW1,2016/09/18 00:30:00,6988.93,31.25,TRADE
NSW1,2016/09/18 01:00:00,6785.6,28.45,TRADE
NSW1,2016/09/18 01:30:00,6587.02,30.86,TRADE
NSW1,2016/09/18 02:00:00,6404.91,29.60,TRADE
NSW1,2016/09/18 02:30:00,6106.11,29.44,TRADE
NSW1,2016/09/18 03:00:00,5937.96,26.53,TRADE
NSW1,2016/09/18 03:30:00,5817.52,25.99,TRADE
NSW1,2016/09/18 04:00:00,5746.55,26.27,TRADE
NSW1,2016/09/18 04:30:00,5729.75,25.95,TRADE
NSW1,2016/09/18 05:00:00,5751.56,26.18,TRADE
NSW1,2016/09/18 05:30:00,5781.4,27.46,TRADE
NSW1,2016/09/18 06:00:00,5897.88,33.27,TRADE
NSW1,2016/09/18 06:30:00,6059.76,33.34,TRADE
NSW1,2016/09/18 07:00:00,6259.58,30.49,TRADE
NSW1,2016/09/18 07:30:00,6491.47,30.17,TRADE
NSW1,2016/09/18 08:00:00,6865.23,34.77,TRADE
NSW1,2016/09/18 08:30:00,7277.36,45.27,TRADE
NSW1,2016/09/18 09:00:00,7624.04,56.91,TRADE
NSW1,2016/09/18 09:30:00,7847.87,83.35,TRADE
NSW1,2016/09/18 10:00:00,7959.13,74.28,TRADE
NSW1,2016/09/18 10:30:00,8011.21,58.92,TRADE
NSW1,2016/09/18 11:00:00,8001.41,58.31,TRADE
NSW1,2016/09/18 11:30:00,7975.26,59.72,TRADE
NSW1,2016/09/18 12:00:00,7941.77,62.41,TRADE
NSW1,2016/09/18 12:30:00,7931.18,59.21,TRADE
NSW1,2016/09/18 13:00:00,7940.38,39.98,TRADE
NSW1,2016/09/18 13:30:00,7963.98,42.97,TRADE
NSW1,2016/09/18 14:00:00,7943.67,42.44,TRADE
NSW1,2016/09/18 14:30:00,7895.82,36.27,TRADE
NSW1,2016/09/18 15:00:00,8053.68,44.89,TRADE
NSW1,2016/09/18 15:30:00,8127.17,46.15,TRADE
NSW1,2016/09/18 16:00:00,8250.58,45.85,TRADE
NSW1,2016/09/18 16:30:00,8363.79,53.71,TRADE
NSW1,2016/09/18 17:00:00,8548.77,64.05,TRADE
NSW1,2016/09/18 17:30:00,8724.37,55.15,TRADE
NSW1,2016/09/18 18:00:00,9037.62,64.36,TRADE
NSW1,2016/09/18 18:30:00,9223.23,83.63,TRADE
NSW1,2016/09/18 19:00:00,9146.45,87.76,TRADE
NSW1,2016/09/18 19:30:00,8934.5,67.78,TRADE
NSW1,2016/09/18 20:00:00,8652.04,66.14,TRADE
NSW1,2016/09/18 20:30:00,8453.8,65.44,TRADE
NSW1,2016/09/18 21:00:00,8308.61,61.66,TRADE
NSW1,2016/09/18 21:30:00,8081.54,59.72,TRADE
NSW1,2016/09/18 22:00:00,7897.86,47.45,TRADE
NSW1,2016/09/18 22:30:00,7747.13,50.52,TRADE
NSW1,2016/09/18 23:00:00,7510.94,53.01,TRADE
NSW1,2016/09/18 23:30:00,7348.46,43.17,TRADE
NSW1,2016/09/19 00:00:00,7182.03,42.25,TRADE
NSW1,2016/09/19 00:30:00,6987.65,33.45,TRADE
NSW1,2016/09/19 01:00:00,6836.78,31.83,TRADE
NSW1,2016/09/19 01:30:00,6657.78,32.02,TRADE
NSW1,2016/09/19 02:00:00,6555.17,29.18,TRADE
NSW1,2016/09/19 02:30:00,6293.7,27.31,TRADE
NSW1,2016/09/19 03:00:00,6094.08,27.08,TRADE
NSW1,2016/09/19 03:30:00,6026.29,28.28,TRADE
