C,SETP.WORLD,BILLING_AS_PAYMENTS_SUMMARY,AEMO,PUBLIC,2018/01/11,07:18:32,0000000290949890,,0000000290949886
I,BILLING,ASPAYMENT_SUMMARY,1,BILLING_WEEK,STATUS,REGIONID,LOWER6SEC,LOWER60SEC,LOWER5MIN,LOWERREG,RAISE6SEC,RAISE60SEC,RAISE5MIN,RAISEREG,RESTART,REACTIVE,LOADSHED,TOTAL_AS_PAYMENT
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk27,REVISE1,TAS1,24.4332,56.594090,196.149130,101564.687610,273285.644330,43846.004430,131058.854110,150862.647090,64663.20,0,0,765558.213990
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk27,REVISE1,VIC1,90.363680,195.123310,2742.372260,26118.393160,77423.144220,26578.934140,60154.197630,65540.258810,175368.48,0,0,434211.267210
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk28,REVISE1,NSW1,30.788270,58.042780,2011.508690,233581.5220,159957.195820,70551.957550,265463.554760,292520.724830,69528.48,254907.1147,0,1348610.8894
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk28,REVISE1,QLD1,0,0,0,99517.595550,20273.658610,4139.644880,124115.489980,256446.098580,61595.52,0,0,566088.0076
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk28,REVISE1,SA1,0.016870,11.500040,0,28.713840,21058.960280,18123.864260,9182.637650,8727.889620,6260.54,0,0,63394.122560
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk28,REVISE1,TAS1,22.6591,51.196770,243.944830,101381.611620,187507.870020,28958.3316,79753.023550,153273.375420,64663.20,0,0,615855.212910
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk28,REVISE1,VIC1,89.438550,230.3292,2773.151930,25393.801330,31006.984380,14707.525680,31738.421880,56632.383530,175368.48,25150.918470,0,363091.434950
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk29,REVISE1,NSW1,44.118210,132.309540,2117.177570,300339.6281,273149.460710,111014.0220,301993.859820,419638.670680,12208.87,198982.56,0,1619620.676630
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk29,REVISE1,QLD1,0,0,13.333330,135592.254050,57987.819250,14873.931740,164259.965340,281333.652390,61595.52,0,0,715656.4761
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk29,REVISE1,SA1,0.013940,12.597540,0,766.367760,36590.322860,27959.055840,7782.054420,25897.593920,21937.76,0,0,120945.766280
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk29,REVISE1,TAS1,6.138380,17.377630,503.3298,73490.276490,297979.878740,37404.030530,90200.522730,176693.076050,64663.20,0,0,740957.830350
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk29,REVISE1,VIC1,118.761020,399.410830,3869.665690,26059.878510,54524.000220,19891.528160,38261.551590,71335.699280,175368.48,0,0,389828.9753
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk30,REVISE1,NSW1,34.5165,86.045440,2385.386550,279165.865770,540926.123110,206467.428970,406971.742090,436921.4784,0,198982.56,0,2071941.146830
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk30,REVISE1,QLD1,0,0,4.540850,99116.664950,210503.654630,73222.509240,282376.182820,358027.459850,61595.52,0,0,1084846.532340
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk30,REVISE1,SA1,0.225720,11.154060,13.603850,2965.901730,92764.522760,45945.945560,13105.892660,36137.610070,34769.28,0,0,225714.136410
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk30,REVISE1,TAS1,8.238260,22.466030,802.5061,103332.111450,393135.130810,75387.551330,169369.132960,145829.924370,64663.20,0,0,952550.261310
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk30,REVISE1,VIC1,124.450260,404.500590,3932.970330,27851.402130,165979.167440,58733.129140,57458.636210,58649.300320,175368.48,0,0,548502.036420
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk31,REVISE1,NSW1,28.780070,88.303440,2345.353250,253281.088810,508956.356710,229832.436880,588068.652470,395978.1705,0,297179.767850,0,2275758.909980
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk31,REVISE1,QLD1,2518.717780,16051.283410,43145.205510,107264.215380,186072.820350,68267.107910,415935.2467,296004.732870,292441.42,0,0,1427700.749910
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk31,REVISE1,SA1,19411.346340,48.608890,6.227440,362912.651020,93726.078010,71921.151790,20577.687470,345344.000340,34769.28,0,0,948717.0313
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk31,REVISE1,TAS1,7.440410,20.831760,1269.944530,94570.304190,191531.901360,74579.1797,213119.916530,134371.295840,64663.20,0,0,774134.014320
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk31,REVISE1,VIC1,97.308310,474.352020,3766.881120,23397.921510,134722.781970,50762.102060,79824.568690,58448.351160,667232.74,0,0,1018727.006840
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk32,REVISE1,NSW1,35.848620,113.9743,2529.131610,270538.953040,589936.635840,297030.736780,724340.665490,414974.167160,9932.64,198982.56,0,2508415.312840
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk32,REVISE1,QLD1,6706.523150,13708.450420,3194.923730,81796.781930,151570.948810,76760.237250,405540.8657,200363.559550,61595.52,0,0,1001237.810540
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk32,REVISE1,SA1,0,41.723480,0,191.499710,71705.077570,62772.657590,14362.509480,12126.847350,107804.28,0,0,269004.595180
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk32,REVISE1,TAS1,3.136270,12.101330,1398.052130,89614.014340,284321.857450,93726.385890,221456.550020,131338.7965,64663.20,0,0,886534.093930
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk32,REVISE1,VIC1,109.430440,656.643790,4660.960540,10430.795780,178121.5806,83389.843230,81419.374040,34121.787450,175368.48,0,0,568278.895870
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk33,REVISE1,NSW1,36.613240,126.600730,2093.723370,250212.174420,635091.525780,335678.741740,795681.883650,339288.324520,69528.48,198982.56,0,2626720.627450
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk33,REVISE1,QLD1,6452.659470,16881.762160,1838.972670,89225.142220,168511.118720,99762.406960,444557.5701,183475.406410,61489.98,0,0,1072195.018710
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk33,REVISE1,SA1,0,51.519180,6.604730,36.321280,98648.0462,89194.353490,20669.359680,5598.509010,34769.28,0,0,248973.993570
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk33,REVISE1,TAS1,10.279820,31.442830,2083.988780,84708.281790,544351.495740,94448.491140,188464.194540,174387.025880,64663.20,0,0,1153148.400520
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk33,REVISE1,VIC1,130.195750,769.416870,5014.558180,17465.119240,216455.965510,110267.814470,90844.635290,54302.513290,175368.48,0,0,670618.6986
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk34,REVISE1,NSW1,29.090440,101.061550,2476.130140,248413.636120,717740.077220,351962.348920,737486.027880,359966.6124,69528.48,198982.56,0,2686686.024670
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk34,REVISE1,QLD1,0,0,1.666660,87006.770760,221025.581370,122052.079090,390249.935360,177535.365020,61595.52,0,0,1059466.918260
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk34,REVISE1,SA1,0,43.523590,8.029250,28,85833.929920,79977.855560,18816.412150,3104.8451,34769.28,0,0,222581.875570
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk34,REVISE1,TAS1,0.400790,0.943360,2031.489020,85769.066960,85139.145140,92988.2683,160237.022680,162452.047360,64663.20,0,0,653281.583610
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk34,REVISE1,VIC1,108.802530,681.386870,5226.409120,21497.967710,185964.075290,81631.700630,82483.4127,38144.379830,175368.48,0,0,591106.614680
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk35,FINAL,NSW1,35.044310,270.5096,2654.983910,269281.897880,811681.5438,318683.886020,962728.589560,506634.112170,2897.02,198982.56,0,3073850.147250
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk35,FINAL,QLD1,516.984550,1872.495950,355.751550,65995.897540,219466.856820,87917.238140,282521.640130,180262.657420,61595.52,0,0,900505.0421
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk35,FINAL,SA1,0.451120,45.558670,3.770310,3012140.015090,136796.453360,97442.860930,36037.193650,3070070.671420,31768.36,0,0,6384305.334550
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk35,FINAL,TAS1,0.846250,26.357680,2105.200780,95299.611370,172963.703610,133817.860680,343124.579380,199084.502010,64663.20,0,0,1011085.861760
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk35,FINAL,VIC1,107.570540,777.664290,4495.520610,24905.4359,342625.0662,100785.921830,143823.003860,96700.674870,175368.48,0,0,889589.3381
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk36,FINAL,NSW1,31.3419,146.042260,2065.0625,204679.290250,682047.906170,311443.282630,712365.567870,385158.351590,38075.12,224389.688820,0,2560401.653990
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk36,FINAL,QLD1,0,0,49.133330,139550.647180,211657.880920,99375.878490,420621.155710,264209.090910,292441.42,0,0,1427905.206540
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk36,FINAL,SA1,0.082230,65.619930,14.831960,0,87856.216860,82029.809380,17022.592120,7974.256410,32751.42,0,0,227714.828890
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk36,FINAL,TAS1,4.184740,13.3441,3054.927630,122147.281690,614375.7385,107257.362790,154880.596050,162848.160650,64663.20,0,0,1229244.796150
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk36,FINAL,VIC1,138.153610,922.673140,6366.450670,6844.240140,152782.592580,75466.432830,108051.228040,41076.827170,175368.48,0,0,567017.078180
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk37,FINAL,NSW1,28.829270,128.968180,2116.963070,212070.0846,845090.468340,365375.271240,734279.282140,395421.724010,0,214100.1523,0,2768611.743150
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk37,FINAL,QLD1,0,0,8.501830,107574.155090,253121.938030,106293.7253,497015.169680,227918.206070,61595.52,0,0,1253527.2160
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk37,FINAL,SA1,11788.543640,73.212890,19.936030,3109844.014430,103577.098650,95708.935290,16833.048870,3130999.657050,31664.88,0,0,6500509.326850
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk37,FINAL,TAS1,18.582660,95.543950,3062.425310,123366.560010,187334.650520,124449.968410,145554.407680,137970.878210,64663.20,0,0,786516.216750
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk37,FINAL,VIC1,119.943090,831.029880,6813.549890,15161.941060,211371.848640,81175.4474,107886.974560,56928.792190,175368.48,0,0,655658.006710
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk38,FINAL,NSW1,30.0246,195.6094,2425.114140,189752.445530,745153.352770,578734.955270,964606.9029,369555.224790,0,263776.6237,0,3114230.2531
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk38,FINAL,QLD1,0,0,58.925020,76204.4430,235061.211640,221388.599080,694246.767520,235127.195280,57479.46,0,0,1519566.601540
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk38,FINAL,SA1,0.0569,27.094990,2.897450,15456.948420,79432.527450,111811.406810,13652.249510,49537.555340,34769.28,0,0,304690.016870
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk38,FINAL,TAS1,92.426970,247.5494,3950.2048,131212.981140,153840.993570,47526.500730,4154.858340,124604.620740,64663.20,0,0,530293.335690
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk38,FINAL,VIC1,97.021370,749.1865,5101.2789,17440.280330,163786.089390,126351.169970,139350.593660,47316.881410,175368.48,0,0,675560.981530
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk39,FINAL,NSW1,38.938550,199.374190,956.415580,259999.345550,362420.222150,249120.889090,538910.632210,520011.588780,163165.93,418023.143890,0,2512846.479990
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk39,FINAL,QLD1,0,0,0,68175.838530,32374.936860,30937.539830,197118.021890,134976.738790,61595.52,0,0,525178.5959
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk39,FINAL,SA1,0.5512,50.982920,0,540.278830,33917.200060,44084.612670,2510.653820,11662.652740,64748.62,0,0,157515.552240
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk39,FINAL,TAS1,28.882530,145.235830,4658.801610,125552.686070,15831.401850,1856.620410,2131.781250,96285.015360,64663.20,0,0,311153.624910
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk39,FINAL,VIC1,128.625820,934.299870,2270.976990,18273.192320,71940.609630,59191.03,84670.8535,54285.0563,210827.28,0,0,502521.924430
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk40,FINAL,NSW1,145.253420,278.918860,1289.9932,242569.278820,426890.707320,292227.489320,581846.366180,524671.222280,68286.90,304068.746390,0,2442274.875790
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk40,FINAL,QLD1,13.822260,0,0,57287.713340,31522.175950,28553.574730,174941.669570,91657.573460,61595.52,0,0,445572.049310
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk40,FINAL,SA1,0.826230,54.793330,0,32.2004,42455.465880,61216.592470,8108.133950,10639.634210,34769.28,0,0,157276.926470
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk40,FINAL,TAS1,136.311840,292.4305,4552.117930,143357.560340,36121.2386,11287.683680,4498.208870,106739.9741,64663.20,0,0,371648.725860
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk40,FINAL,VIC1,168.379610,1002.613430,2709.045640,21274.406030,90574.023790,71693.554240,81198.241890,30571.330080,175368.48,0,0,474560.074710
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk41,FINAL,NSW1,57.590640,289.1022,1185.956490,223631.774940,712053.592050,409506.020260,660797.890210,375156.713480,69528.48,474230.196190,0,2926437.316460
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk41,FINAL,QLD1,507.130980,1328.682930,212.367050,52631.525050,73130.603120,53284.989760,199818.885550,50018.129760,61595.52,0,0,492527.8342
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk41,FINAL,SA1,4406.075590,145.554750,0,2988839.063970,99922.783350,111504.6682,25558.174340,2995549.874110,34769.28,0,0,6260695.474310
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk41,FINAL,TAS1,43.609030,233.1726,4755.454920,132952.272050,93745.217080,40292.161180,35778.743510,160989.824240,64663.20,0,0,533453.654610
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk41,FINAL,VIC1,164.346350,964.010890,2214.153710,15969.445340,152239.050290,95140.786370,86920.155690,23961.061010,175368.48,0,0,552941.489650
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk42,FINAL,NSW1,56.852210,313.688130,4148.797860,205175.389260,799769.493470,397862.778390,683408.187260,355089.041090,69528.48,361783.128090,0,2877135.835760
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk42,FINAL,QLD1,8593.557810,15167.143910,3347.141240,75736.517970,231771.845380,118274.616940,246824.444210,131583.3240,61489.98,0,0,892788.571460
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk42,FINAL,SA1,2.215010,56.237850,252.710890,19207.549210,87612.519120,87918.102980,27392.402310,30654.526690,34769.28,0,0,287865.544060
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk42,FINAL,TAS1,115.599740,441.147220,4800.138980,123365.675620,338204.083270,148963.296940,159646.693160,140940.675120,64663.20,0,0,981140.510050
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk42,FINAL,VIC1,180.339290,1079.432010,9363.074630,10109.318210,165134.532940,89180.529680,79082.0556,18796.3842,175368.48,0,0,548294.146560
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk43,FINAL,NSW1,28.509550,43.664190,1559.293980,183716.6456,845008.829650,327019.813950,550364.968020,222793.213390,69528.48,423110.030380,0,2623173.448710
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk43,FINAL,QLD1,169429.601240,64132.400490,70080.675810,229271.333010,344589.783810,105364.734970,321407.605260,237897.200580,61595.52,0,0,1603768.855170
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk43,FINAL,SA1,18065.112540,30.941890,415.715990,980531.966320,163892.761580,123235.806680,39841.381180,909637.723130,34769.28,0,0,2270420.689310
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk43,FINAL,TAS1,135.763350,212.644140,3881.715440,92495.302320,404796.787710,161224.3401,182495.106710,181318.650440,64663.20,0,0,1091223.510210
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk43,FINAL,VIC1,212.013760,394.724640,8671.537790,10998.969530,312613.383020,124827.008170,94851.2648,22288.1152,175368.48,0,0,750225.496910
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk44,FINAL,NSW1,49.966010,283.658110,7994.9525,157520.178260,584307.079660,204647.870680,332854.933150,317860.185920,68493.83,237560.447150,0,1911573.101440
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk44,FINAL,QLD1,10083.560830,15925.242180,3305.257640,122252.679340,165979.073180,56182.357380,146957.385210,168006.613740,61595.52,0,0,750287.6895
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk44,FINAL,SA1,0.10,85.901480,435.690480,15909.104610,103699.986870,58370.642690,20965.087290,63032.338770,34769.28,0,0,297268.132190
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk44,FINAL,TAS1,70.170540,166.416380,2047.946280,109738.983690,398943.906050,112822.510820,64636.596710,214590.191220,64663.20,0,0,967679.921690
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk44,FINAL,VIC1,138.4670,945.695730,17418.437290,9991.862290,173665.424460,66119.755080,52241.327490,25970.487590,171589.92,0,0,518081.376930
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk45,FINAL,NSW1,32.363120,167.1505,5874.901660,158815.994610,664397.655690,203448.936350,341836.354630,292854.749850,52353.29,245368.133640,0,1965149.530050
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk45,FINAL,QLD1,0,0,222.354180,103355.766370,157723.543760,45039.7949,120197.826320,138398.422390,61595.52,0,0,626533.227920
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk45,FINAL,SA1,1.469490,76.315260,482.335780,18164.485840,113632.100550,50674.715260,21121.510230,38284.446520,34769.28,0,0,277206.658930
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk45,FINAL,TAS1,80.405140,187.868350,2589.044030,90164.007230,406064.341960,130768.338640,58283.330880,122796.0521,64663.20,0,0,875596.588330
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk45,FINAL,VIC1,84.795830,710.417740,12428.842510,2634.183430,139180.824020,51589.317620,45132.018860,5315.053960,175368.48,0,0,432443.933970
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk46,FINAL,NSW1,35.522630,215.289560,4161.348060,238970.746570,641461.450780,201801.546950,302330.175880,250462.599350,64562.16,376263.059840,0,2080263.899620
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk46,FINAL,QLD1,0,0,104.052460,132635.721410,164673.244230,47937.760250,97686.478590,106984.871110,61595.52,0,0,611617.648050
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk46,FINAL,SA1,0.795840,66.2680,156.693910,30592.840650,95273.914440,47965.019530,16228.687150,28620.284730,24576.50,0,0,243481.004250
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk46,FINAL,TAS1,76.115290,187.210780,2441.538830,58101.8060,662501.829080,150881.506220,63928.664940,123906.964470,64663.20,0,0,1126688.835610
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk46,FINAL,VIC1,89.766260,665.245790,8086.9114,11691.819130,140244.137380,49211.375650,42356.9113,15169.640670,175368.48,46096.2657,0,488980.553280
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk47,FINAL,NSW1,26.057510,146.206870,5289.961230,154868.597540,641427.357730,182819.921290,379770.3586,249794.621820,69528.48,380731.803310,0,2064403.3659
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk47,FINAL,QLD1,0,0,219.561310,184619.869960,228349.912570,53401.792020,159756.758640,214132.4586,61595.52,0,0,902075.8731
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk47,FINAL,SA1,0.097530,69.657190,494.864360,25323.5717,138921.753180,60448.401810,32323.339710,34010.290920,18005.52,0,0,309597.4964
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk47,FINAL,TAS1,61.720650,170.0599,2851.735940,71991.974690,305289.4628,99917.887340,92519.784380,135997.487550,64663.20,0,0,773463.313250
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk47,FINAL,VIC1,84.403160,657.184330,10967.095030,14809.976740,196344.933750,63614.979030,72514.6022,34458.608620,175368.48,0,0,568820.262860
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk48,FINAL,NSW1,17.669630,94.248180,2887.588970,170511.642620,642560.907610,221717.030850,480453.613630,289547.768510,18209.84,218479.037060,0,2044479.347060
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk48,FINAL,QLD1,24554.313410,83262.5440,7752.599450,211782.414170,205183.3032,56040.644610,223068.660270,251125.079710,61595.52,0,0,1124365.078820
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk48,FINAL,SA1,0.138330,40.305830,18.012350,20835.0556,115829.246820,47819.924990,37259.395260,30283.501130,34769.28,0,0,286854.860310
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk48,FINAL,TAS1,50.585320,127.423570,2285.040430,63413.109220,670092.218990,109001.292760,100905.912140,138711.374030,64663.20,0,0,1149250.156460
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk48,FINAL,VIC1,67.188110,457.866670,5056.382540,14000.140570,196371.3253,63475.217430,77005.342140,29867.470180,175368.48,0,0,561669.412940
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk49,FINAL,NSW1,57.291880,406.129590,5382.962550,223358.076910,654200.622080,282078.104550,437116.182620,279572.513930,49249.34,215342.971480,0,2146764.195590
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk49,FINAL,QLD1,0,0,96.087920,171301.385660,206427.620260,69905.457650,175514.732710,160649.258560,61595.52,0,0,845490.062760
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk49,FINAL,SA1,10.8735,101.933890,279.884860,38571.588310,113732.871420,72345.692130,32211.736610,51034.202810,34769.28,0,0,343058.063530
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk49,FINAL,TAS1,113.916460,303.872030,2825.310780,46181.4267,432004.570670,169913.821510,114943.775390,121089.7401,64663.20,0,0,952039.633640
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk49,FINAL,VIC1,108.3040,760.625430,4989.524070,15884.644350,207046.711550,58693.823880,48635.372020,31095.285360,175368.48,0,0,542582.770660
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk50,PRELIM,NSW1,26.2026,160.580040,3009.155650,173522.369960,376998.9734,139619.998170,356356.599920,256296.448820,69528.48,239908.168220,0,1615426.976780
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk50,PRELIM,QLD1,0,2.021850,32.564620,154506.378380,107065.9424,44994.2432,151370.431080,220926.2239,61595.52,0,0,740493.325430
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk50,PRELIM,SA1,7.176810,65.658070,205.061460,31488.783470,92901.4712,41477.678270,39080.431640,46426.652740,34769.28,0,0,286422.193660
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk50,PRELIM,TAS1,41.003750,150.460090,2446.897720,50876.733380,510186.266580,93585.811530,96257.121920,104601.284340,64663.20,0,0,922808.779310
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk50,PRELIM,VIC1,67.076750,497.348970,6121.442750,12746.196240,125493.434090,35516.996880,46556.982370,23948.243310,175368.48,0,0,426316.201360
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk51,PRELIM,NSW1,12.906220,74.657660,1264.530010,182746.110630,112303.627050,85540.675020,249208.042650,230338.214560,69528.48,198982.56,0,1129999.8038
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk51,PRELIM,QLD1,0,0,0,76024.405660,31926.6625,37413.384970,123621.8253,189610.634210,61595.52,0,0,520192.432640
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk51,PRELIM,SA1,37.004150,92.551410,1006.131140,72438.161760,66476.294150,31524.505050,59230.359550,85061.077420,34251.88,0,0,350117.964630
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk51,PRELIM,TAS1,23.243830,113.506920,1697.850210,53525.495370,954552.537470,116931.011110,82366.929630,99188.648890,64663.20,0,0,1373062.423430
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk51,PRELIM,VIC1,18.876240,341.121380,3820.802730,11264.2162,44899.774250,26896.984740,42557.078860,23229.494250,175368.48,0,0,328396.828650
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk52,PRELIM,NSW1,27.882730,300.7126,2346.242910,224338.094320,92920.900890,42586.593060,107296.054270,223583.981570,69528.48,431491.561030,0,1194420.503380
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk52,PRELIM,QLD1,0,0,0.341580,54031.577930,18390.273060,15480.066960,46831.4456,117409.594830,61595.52,0,0,313738.819960
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk52,PRELIM,SA1,78.373690,186.312990,1365.296970,68589.095950,72656.964380,25345.526310,29750.742850,61830.180660,34769.28,0,0,294571.7738
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk52,PRELIM,TAS1,17.748890,86.358330,838.222230,30386.868050,567762.491860,106855.880110,32691.377070,118956.620380,64663.20,0,0,922258.766920
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk52,PRELIM,VIC1,111.987760,1168.640640,5270.0987,2111.2751,29256.978930,10954.032340,12015.440510,4481.080990,175368.48,0,0,240738.014970
C,"END OF REPORT",263
